00:41:43	25.12 C
00:44:26	25.06 C
00:49:08	22.31 C
00:49:09	22.19 C
00:49:10	22.19 C
00:49:11	22.00 C
00:49:12	21.94 C
00:49:13	21.94 C
00:49:14	21.94 C
00:49:15	21.94 C
00:49:16	21.94 C
00:49:17	21.94 C
00:49:18	21.94 C
00:49:19	21.94 C
00:49:20	21.94 C
00:49:21	21.94 C
00:49:22	21.88 C
00:49:23	21.81 C
00:49:24	21.75 C
00:49:25	21.75 C
00:49:26	21.69 C
00:49:27	21.69 C
00:49:28	21.62 C
00:49:29	21.62 C
00:49:30	21.56 C
00:49:31	21.50 C
00:49:32	21.50 C
00:49:33	21.44 C
00:49:34	21.44 C
00:49:35	21.38 C
00:49:36	21.31 C
00:49:37	21.31 C
00:49:38	21.25 C
00:49:39	21.25 C
00:49:40	21.25 C
00:49:41	21.25 C
00:49:42	21.25 C
00:49:43	21.19 C
00:49:44	21.12 C
00:49:45	21.06 C
00:49:46	21.00 C
00:49:47	21.00 C
00:49:48	21.00 C
00:49:49	20.94 C
00:49:50	20.81 C
00:49:51	20.81 C
00:49:52	20.81 C
00:49:53	20.81 C
00:49:54	20.81 C
00:49:55	20.81 C
00:49:56	20.81 C
00:49:57	20.81 C
00:49:58	20.81 C
00:49:59	20.81 C
00:50:00	20.75 C
00:50:01	20.75 C
00:50:02	20.69 C
00:50:03	20.69 C
00:50:04	20.62 C
00:50:05	20.56 C
00:50:06	20.56 C
00:50:07	20.56 C
00:50:08	20.50 C
00:50:09	20.50 C
00:50:10	20.50 C
00:50:11	20.44 C
00:50:12	20.44 C
00:50:13	20.38 C
00:50:14	20.38 C
00:50:15	20.25 C
00:50:16	20.31 C
00:50:17	20.25 C
00:50:18	20.31 C
00:50:19	20.31 C
00:50:20	20.31 C
00:50:21	20.31 C
00:50:22	20.31 C
00:50:24	20.25 C
00:50:25	20.25 C
00:50:26	20.19 C
00:50:27	20.19 C
00:50:28	20.12 C
00:50:29	20.12 C
00:50:30	20.06 C
00:50:31	20.06 C
00:50:32	20.00 C
00:50:33	20.00 C
00:50:34	20.00 C
00:50:35	20.00 C
00:50:36	20.00 C
00:50:37	20.00 C
00:50:38	20.00 C
00:50:39	20.00 C
00:50:40	20.00 C
00:50:41	19.94 C
00:50:42	19.94 C
00:50:43	19.88 C
00:50:44	19.88 C
00:50:45	19.81 C
00:50:46	19.81 C
00:50:47	19.75 C
00:50:48	19.75 C
00:50:49	19.75 C
00:50:50	19.75 C
00:50:51	19.69 C
00:50:52	19.69 C
00:50:53	19.69 C
00:50:54	19.69 C
00:50:55	19.69 C
00:50:56	19.69 C
00:50:57	19.62 C
00:50:58	19.62 C
00:50:59	19.56 C
00:51:00	19.56 C
00:51:01	19.56 C
00:51:02	19.56 C
00:51:03	19.56 C
00:51:04	19.56 C
00:51:05	19.50 C
00:51:06	19.50 C
00:51:07	19.44 C
00:51:08	19.44 C
00:51:09	19.38 C
00:51:10	19.38 C
00:51:11	19.38 C
00:51:12	19.31 C
00:51:13	19.31 C
00:51:14	19.25 C
00:51:15	19.19 C
00:51:16	19.00 C
00:51:17	18.88 C
00:51:18	18.88 C
00:51:19	18.88 C
00:51:20	18.88 C
00:51:21	18.88 C
00:51:22	18.88 C
00:51:23	18.88 C
00:51:24	18.88 C
00:51:25	18.88 C
00:51:26	18.88 C
00:51:27	18.88 C
00:51:28	18.88 C
00:51:29	18.88 C
00:51:30	18.88 C
00:51:31	18.88 C
00:51:32	18.88 C
00:51:33	18.88 C
00:51:34	18.88 C
00:51:35	18.88 C
00:51:36	18.88 C
00:51:37	18.88 C
00:51:38	18.88 C
00:51:39	18.88 C
00:51:40	18.88 C
00:51:41	18.88 C
00:51:42	18.88 C
00:51:43	18.88 C
00:51:44	18.88 C
00:51:45	18.88 C
00:51:46	18.88 C
00:51:47	18.88 C
00:51:48	18.88 C
00:51:49	18.88 C
00:51:50	18.88 C
00:51:51	18.88 C
00:51:52	18.88 C
00:51:53	18.88 C
00:51:55	18.88 C
00:51:56	18.88 C
00:51:57	18.88 C
00:51:58	18.88 C
00:51:59	18.88 C
00:52:00	18.88 C
00:52:01	18.88 C
00:52:02	18.88 C
00:52:03	18.88 C
00:52:04	18.88 C
00:52:05	18.88 C
00:52:06	18.88 C
00:52:07	18.88 C
00:52:08	18.88 C
00:52:09	18.88 C
00:52:10	18.88 C
00:52:11	18.88 C
00:52:12	18.88 C
00:52:13	18.88 C
00:52:14	18.88 C
00:52:15	18.88 C
00:52:16	18.88 C
00:52:17	18.88 C
00:52:18	18.88 C
00:52:19	18.88 C
00:52:20	18.88 C
00:52:21	18.88 C
00:52:22	18.88 C
00:52:23	18.88 C
00:52:24	18.88 C
00:52:25	18.88 C
00:52:26	18.88 C
00:52:27	18.88 C
00:52:28	18.88 C
00:52:29	18.88 C
00:52:30	18.88 C
00:52:31	18.88 C
00:52:32	18.88 C
00:52:33	18.88 C
00:52:34	18.88 C
00:52:35	18.88 C
00:52:36	18.88 C
00:52:37	18.88 C
00:52:38	18.88 C
00:52:39	18.88 C
00:52:40	18.88 C
00:52:41	18.88 C
00:52:42	18.88 C
00:52:43	18.88 C
00:52:44	18.88 C
00:52:45	18.88 C
00:52:46	18.88 C
00:52:47	18.88 C
00:52:48	18.88 C
00:52:49	18.88 C
00:52:50	18.88 C
00:52:51	18.88 C
00:52:52	18.88 C
00:52:53	18.88 C
00:52:54	18.81 C
00:52:55	18.81 C
00:52:56	18.81 C
00:52:57	18.81 C
00:52:58	18.81 C
00:52:59	18.81 C
00:53:00	18.81 C
00:53:01	18.81 C
00:53:02	18.75 C
00:53:03	18.75 C
00:53:04	18.75 C
00:53:05	18.75 C
00:53:06	18.75 C
00:53:07	18.75 C
00:53:08	18.75 C
00:53:09	18.75 C
00:53:10	18.75 C
00:53:11	18.75 C
00:53:12	18.75 C
00:53:13	18.75 C
00:53:14	18.75 C
00:53:15	18.75 C
00:53:16	18.75 C
00:53:17	18.69 C
00:53:18	18.75 C
00:53:19	18.69 C
00:53:20	18.69 C
00:53:21	18.69 C
00:53:22	18.69 C
00:53:23	18.69 C
00:53:24	18.69 C
00:53:25	18.69 C
00:53:26	18.69 C
00:53:27	18.69 C
00:53:28	18.69 C
00:53:29	18.69 C
00:53:31	18.69 C
00:53:32	18.69 C
00:53:33	18.69 C
00:53:34	18.69 C
00:53:35	18.69 C
00:53:36	18.62 C
00:53:37	18.69 C
00:53:38	18.69 C
00:53:39	18.69 C
00:53:40	18.69 C
00:53:41	18.69 C
00:53:42	18.69 C
00:53:43	18.69 C
00:53:44	18.69 C
00:53:45	18.69 C
00:53:46	18.69 C
00:53:47	18.69 C
00:53:48	18.69 C
00:53:49	18.69 C
00:53:50	18.69 C
00:53:51	18.69 C
00:53:52	18.62 C
00:53:53	18.69 C
00:53:54	18.62 C
00:53:55	18.62 C
00:53:56	18.62 C
00:53:57	18.62 C
00:53:58	18.62 C
00:53:59	18.62 C
00:54:00	18.62 C
00:54:01	18.62 C
00:54:02	18.62 C
00:54:03	18.62 C
00:54:04	18.62 C
00:54:05	18.62 C
00:54:06	18.62 C
00:54:07	18.62 C
00:54:08	18.62 C
00:54:09	18.62 C
00:54:10	18.62 C
00:54:11	18.62 C
00:54:12	18.62 C
00:54:13	18.62 C
00:54:14	18.62 C
00:54:15	18.56 C
00:54:16	18.56 C
00:54:17	18.62 C
00:54:18	18.62 C
00:54:19	18.56 C
00:54:20	18.56 C
00:54:21	18.56 C
00:54:22	18.56 C
00:54:23	18.56 C
00:54:24	18.56 C
00:54:25	18.56 C
00:54:26	18.56 C
00:54:27	18.56 C
00:54:28	18.56 C
00:54:29	18.56 C
00:54:30	18.56 C
00:54:31	18.56 C
00:54:32	18.56 C
00:54:33	18.56 C
00:54:34	18.56 C
00:54:35	18.56 C
00:54:36	18.56 C
00:54:37	18.56 C
00:54:38	18.56 C
00:54:39	18.56 C
00:54:40	18.56 C
00:54:41	18.56 C
00:54:42	18.56 C
00:54:43	18.56 C
00:54:44	18.50 C
00:54:45	18.50 C
00:54:46	18.50 C
00:54:47	18.56 C
00:54:48	18.50 C
00:54:49	18.56 C
00:54:50	18.56 C
00:54:51	18.50 C
00:54:53	18.50 C
00:54:54	18.50 C
00:54:55	18.50 C
00:54:56	18.50 C
00:54:57	18.50 C
00:54:58	18.50 C
00:54:59	18.50 C
00:55:00	18.50 C
00:55:01	18.50 C
00:55:02	18.50 C
00:55:03	18.50 C
00:55:04	18.50 C
00:55:05	18.50 C
00:55:06	18.50 C
00:55:07	18.50 C
00:55:08	18.50 C
00:55:09	18.50 C
00:55:10	18.50 C
00:55:11	18.50 C
00:55:12	18.50 C
00:55:13	18.50 C
00:55:14	18.50 C
00:55:15	18.50 C
00:55:16	18.50 C
00:55:17	18.50 C
00:55:18	18.50 C
00:55:19	18.50 C
00:55:20	18.50 C
00:55:21	18.50 C
00:55:22	18.50 C
00:55:23	18.50 C
00:55:24	18.50 C
00:55:25	18.50 C
00:55:26	18.44 C
00:55:27	18.50 C
00:55:28	18.44 C
00:55:29	18.44 C
00:55:30	18.50 C
00:55:31	18.44 C
00:55:32	18.50 C
00:55:33	18.50 C
00:55:34	18.44 C
00:55:35	18.44 C
00:55:36	18.50 C
00:55:37	18.44 C
00:55:38	18.44 C
00:55:39	18.44 C
00:55:40	18.44 C
00:55:41	18.44 C
00:55:42	18.44 C
00:55:43	18.44 C
00:55:44	18.44 C
00:55:45	18.44 C
00:55:46	18.44 C
00:55:47	18.44 C
00:55:48	18.44 C
00:55:49	18.44 C
00:55:50	18.44 C
00:55:51	18.44 C
00:55:52	18.44 C
00:55:53	18.44 C
00:55:54	18.44 C
00:55:55	18.44 C
00:55:56	18.44 C
00:55:57	18.44 C
00:55:58	18.44 C
00:55:59	18.44 C
00:56:00	18.44 C
00:56:01	18.44 C
00:56:02	18.44 C
00:56:03	18.44 C
00:56:04	18.44 C
00:56:05	18.44 C
00:56:06	18.44 C
00:56:07	18.44 C
00:56:08	18.44 C
00:56:09	18.44 C
00:56:10	18.44 C
00:56:11	18.44 C
00:56:12	18.44 C
00:56:13	18.44 C
00:56:14	18.44 C
00:56:15	18.44 C
00:56:16	18.44 C
00:56:18	18.44 C
00:56:19	18.44 C
00:56:20	18.44 C
00:56:21	18.44 C
00:56:22	18.44 C
00:56:23	18.44 C
00:56:24	18.44 C
00:56:25	18.44 C
00:56:26	18.44 C
00:56:27	18.44 C
00:56:28	18.44 C
00:56:29	18.44 C
00:56:30	18.44 C
00:56:31	18.44 C
00:56:32	18.44 C
00:56:33	18.44 C
00:56:34	18.44 C
00:56:35	18.44 C
00:56:36	18.44 C
00:56:37	18.44 C
00:56:38	18.44 C
00:56:39	18.44 C
00:56:40	18.44 C
00:56:41	18.44 C
00:56:42	18.44 C
00:56:43	18.44 C
00:56:44	18.44 C
00:56:45	18.44 C
00:56:46	18.44 C
00:56:47	18.44 C
00:56:48	18.44 C
00:56:49	18.44 C
00:56:50	18.44 C
00:56:51	18.44 C
00:56:52	18.44 C
00:56:53	18.44 C
00:56:54	18.44 C
00:56:55	18.44 C
00:56:56	18.44 C
00:56:57	18.44 C
00:56:58	18.44 C
00:56:59	18.44 C
00:57:00	18.44 C
00:57:01	18.44 C
00:57:02	18.44 C
00:57:03	18.44 C
00:57:04	18.44 C
00:57:05	18.44 C
00:57:06	18.44 C
00:57:07	18.44 C
00:57:08	18.38 C
00:57:09	18.44 C
00:57:10	18.44 C
00:57:11	18.44 C
00:57:12	18.38 C
00:57:13	18.44 C
00:57:14	18.44 C
00:57:15	18.38 C
00:57:16	18.44 C
00:57:17	18.38 C
00:57:18	18.44 C
00:57:19	18.44 C
00:57:20	18.44 C
00:57:21	18.44 C
00:57:22	18.44 C
00:57:23	18.44 C
00:57:24	18.38 C
00:57:25	18.44 C
00:57:26	18.38 C
00:57:27	18.38 C
00:57:28	18.44 C
00:57:29	18.38 C
00:57:30	18.38 C
00:57:31	18.44 C
00:57:32	18.38 C
00:57:33	18.44 C
00:57:34	18.38 C
00:57:35	18.38 C
00:57:36	18.44 C
00:57:37	18.44 C
00:57:38	18.44 C
00:57:39	18.44 C
00:57:40	18.38 C
00:57:42	18.38 C
00:57:43	18.38 C
00:57:44	18.38 C
00:57:45	18.38 C
00:57:46	18.38 C
00:57:47	18.38 C
00:57:48	18.38 C
00:57:49	18.38 C
00:57:50	18.38 C
01:22:41	71.49 F
